Store,Date,Weekly_Sales,Predicted_Sales,Residual,Absolute_Error
15,2012-07-27,571190.83,534823.2138,36367.61623,36367.61623
15,2012-08-03,590739.62,603093.2446,-12353.62462,12353.62462
15,2012-08-10,590453.63,594540.7368,-4087.106822,4087.106822
15,2012-08-17,579738.2,580591.0017,-852.8016832,852.8016832
15,2012-08-24,606210.77,571875.4599,34335.31014,34335.31014
15,2012-08-31,610185.32,583761.9627,26423.35726,26423.35726
15,2012-09-07,587259.82,537628.4814,49631.33863,49631.33863
15,2012-09-14,527509.76,526620.1492,889.6108317,889.6108317
15,2012-09-21,533161.64,528649.4203,4512.219735,4512.219735
15,2012-09-28,553901.97,538004.581,15897.38895,15897.38895
15,2012-10-05,573498.64,522184.4592,51314.18084,51314.18084
15,2012-10-12,551799.63,521146.6065,30653.02355,30653.02355
15,2012-10-19,555652.77,551697.9022,3954.867789,3954.867789
15,2012-10-26,558473.6,581769.0437,-23295.44369,23295.44369
16,2012-04-13,450756.71,520152.9409,-69396.23087,69396.23087
16,2012-04-20,436221.26,479581.5435,-43360.28354,43360.28354
16,2012-04-27,398445.15,476820.3091,-78375.15915,78375.15915
16,2012-05-04,426959.62,564852.3714,-137892.7514,137892.7514
16,2012-05-11,479855,530390.3213,-50535.32131,50535.32131
16,2012-05-18,493506.47,498167.5562,-4661.086208,4661.086208
16,2012-05-25,518045.09,460876.7521,57168.33794,57168.33794
16,2012-06-01,532311.93,591526.8113,-59214.88126,59214.88126
16,2012-06-08,603618.89,568705.0498,34913.84021,34913.84021
16,2012-06-15,570045.79,533477.4422,36568.34785,36568.34785
16,2012-06-22,581745.72,511374.7385,70370.98149,70370.98149
16,2012-06-29,570162.28,495751.3909,74410.88907,74410.88907
16,2012-07-06,641763.53,542852.624,98910.90596,98910.90596
16,2012-07-13,569005.06,517875.6518,51129.40823,51129.40823
16,2012-07-20,565297.54,492747.4266,72550.11343,72550.11343
16,2012-07-27,539337.87,476466.9774,62870.89261,62870.89261
16,2012-08-03,584000.71,546100.4972,37900.21278,37900.21278
16,2012-08-10,554036.84,539854.9482,14181.89183,14181.89183
16,2012-08-17,521896.6,516182.394,5714.205985,5714.205985
16,2012-08-24,551152.15,512577.6739,38574.47612,38574.47612
16,2012-08-31,551837.31,520173.0503,31664.25967,31664.25967
16,2012-09-07,537138.58,464133.1072,73005.47277,73005.47277
16,2012-09-14,526525.16,458613.2292,67911.93078,67911.93078
16,2012-09-21,509942.56,472191.4533,37751.10666,37751.10666
16,2012-09-28,469607.73,478477.0282,-8869.298246,8869.298246
16,2012-10-05,471281.68,457069.401,14212.27895,14212.27895
16,2012-10-12,491817.19,464084.986,27732.20397,27732.20397
16,2012-10-19,577198.97,481947.8739,95251.09612,95251.09612
16,2012-10-26,475770.14,507935.5794,-32165.43937,32165.43937
17,2012-04-13,877055.32,864895.0907,12160.2293,12160.2293
17,2012-04-20,1119979.98,831206.4108,288773.5692,288773.5692
17,2012-04-27,925916.65,818875.0731,107041.5769,107041.5769
17,2012-05-04,930121.14,903274.5588,26846.58125,26846.58125
17,2012-05-11,944100.3,866839.5686,77260.73136,77260.73136
17,2012-05-18,968816.33,848297.62,120518.71,120518.71
17,2012-05-25,984881.59,800366.5206,184515.0694,184515.0694
17,2012-06-01,938914.28,923454.7081,15459.57193,15459.57193
17,2012-06-08,987990.24,899737.5382,88252.70178,88252.70178
17,2012-06-15,964169.67,855718.0392,108451.6308,108451.6308
17,2012-06-22,981210.57,835602.4888,145608.0812,145608.0812
17,2012-06-29,982322.24,822297.2609,160024.9791,160024.9791
17,2012-07-06,1046782.52,888640.7407,158141.7793,158141.7793
17,2012-07-13,960746.04,872195.3545,88550.68546,88550.68546
17,2012-07-20,944698.7,845799.2963,98899.40368,98899.40368
17,2012-07-27,907493.24,835846.5819,71646.65809,71646.65809
17,2012-08-03,877813.33,903414.7443,-25601.41426,25601.41426
17,2012-08-10,849074.04,894135.6486,-45061.60862,45061.60862
17,2012-08-17,844928.17,883180.5354,-38252.36539,38252.36539
17,2012-08-24,924299.78,876752.3888,47547.39124,47547.39124
17,2012-08-31,865924.2,876964.918,-11040.71798,11040.71798
17,2012-09-07,1255633.29,816981.0334,438652.2566,438652.2566
17,2012-09-14,1071040.22,813817.9328,257222.2872,257222.2872
17,2012-09-21,938303.28,823886.6748,114416.6052,114416.6052
17,2012-09-28,972716.24,838325.6826,134390.5574,134390.5574
17,2012-10-05,952609.17,817017.2066,135591.9634,135591.9634
17,2012-10-12,919878.34,820947.5818,98930.75819,98930.75819
17,2012-10-19,957356.84,851391.0372,105965.8028,105965.8028
17,2012-10-26,943465.29,858591.0396,84874.25044,84874.25044
18,2012-04-13,998443.5,1080470.293,-82026.79331,82026.79331
18,2012-04-20,1025813.8,1073749.986,-47936.18591,47936.18591
18,2012-04-27,961186.23,1014659.593,-53473.36314,53473.36314
18,2012-05-04,1050027.89,1119806.81,-69778.92047,69778.92047
18,2012-05-11,1060433.1,1098091.107,-37658.00689,37658.00689
18,2012-05-18,1047444.59,1069618.45,-22173.85983,22173.85983
18,2012-05-25,1088446.58,1037625.17,50821.40985,50821.40985
18,2012-06-01,1118313.7,1177402.44,-59088.74009,59088.74009
18,2012-06-08,1110479.94,1113958.663,-3478.722512,3478.722512
18,2012-06-15,1057425.83,1094850.772,-37424.94156,37424.94156
18,2012-06-22,1080357.89,1071179.655,9178.23469,9178.23469
18,2012-06-29,1097006.3,1038999.312,58006.98764,58006.98764
18,2012-07-06,1158247.31,1095782.134,62465.17556,62465.17556
18,2012-07-13,1024784.92,1068967.16,-44182.24029,44182.24029
18,2012-07-20,1033543.56,1052265.78,-18722.22016,18722.22016
18,2012-07-27,924506.26,1024514.073,-100007.8129,100007.8129
18,2012-08-03,1052066.58,1093797.751,-41731.17075,41731.17075
18,2012-08-10,967304.07,1089893.974,-122589.904,122589.904
18,2012-08-17,1048134.24,1078661.393,-30527.15286,30527.15286
18,2012-08-24,1145840.91,1066888.164,78952.74644,78952.74644
18,2012-08-31,1117097.23,1072609.85,44487.38046,44487.38046
18,2012-09-07,1083521.24,1029867.421,53653.81855,53653.81855
18,2012-09-14,960476.1,1016166.653,-55690.55317,55690.55317
18,2012-09-21,971386.65,1020128.323,-48741.67305,48741.67305
18,2012-09-28,1002856.2,1032104.927,-29248.72691,29248.72691
18,2012-10-05,1092204.79,1018851.634,73353.15577,73353.15577
18,2012-10-12,1074079,1021586.851,52492.14919,52492.14919
18,2012-10-19,1048706.75,1046148.779,2557.971291,2557.971291
18,2012-10-26,1127516.25,1078955.41,48560.83974,48560.83974
19,2012-04-13,1365098.46,1398015.673,-32917.21294,32917.21294
19,2012-04-20,1255087.26,1386265.422,-131178.1623,131178.1623
19,2012-04-27,1285897.24,1322209.673,-36312.43324,36312.43324
19,2012-05-04,1405007.44,1446914.448,-41907.00822,41907.00822
19,2012-05-11,1442873.22,1418306.592,24566.62816,24566.62816
19,2012-05-18,1366937.1,1386823.296,-19886.19601,19886.19601
19,2012-05-25,1485540.28,1367341.493,118198.7869,118198.7869
19,2012-06-01,1450733.29,1495177.515,-44444.22519,44444.22519
19,2012-06-08,1390122.11,1441051.149,-50929.03918,50929.03918
19,2012-06-15,1440263.15,1423080.525,17182.6249,17182.6249
19,2012-06-22,1468350.36,1406523.28,61827.0803,61827.0803
19,2012-06-29,1379652.65,1363234.297,16418.3534,16418.3534
19,2012-07-06,1557120.44,1430297.399,126823.0412,126823.0412
19,2012-07-13,1321741.35,1399353.665,-77612.3148,77612.3148
19,2012-07-20,1317672.92,1384078.25,-66405.32981,66405.32981
19,2012-07-27,1248915.43,1362185.915,-113270.4846,113270.4846
19,2012-08-03,1342123.78,1429917.62,-87793.84022,87793.84022
19,2012-08-10,1408907.89,1421752.707,-12844.81661,12844.81661
19,2012-08-17,1375101.26,1405821.935,-30720.67451,30720.67451
19,2012-08-24,1544653.37,1397407.855,147245.5152,147245.5152
19,2012-08-31,1542719.87,1410909.333,131810.5365,131810.5365
19,2012-09-07,1497073.82,1365120.38,131953.4397,131953.4397
19,2012-09-14,1370653.41,1352066.412,18586.9979,18586.9979
19,2012-09-21,1338572.29,1355473.796,-16901.50587,16901.50587
19,2012-09-28,1338299.02,1363536.976,-25237.95602,25237.95602
19,2012-10-05,1408016.1,1349030.368,58985.73223,58985.73223
19,2012-10-12,1352809.5,1345580.818,7228.6821,7228.6821
19,2012-10-19,1321102.35,1379103.669,-58001.31909,58001.31909
19,2012-10-26,1322117.96,1409583.938,-87465.97778,87465.97778
20,2012-04-13,2045396.06,2096089.573,-50693.51282,50693.51282
20,2012-04-20,1884427.84,2092197.031,-207769.1908,207769.1908
20,2012-04-27,1886503.93,2028755.131,-142251.2005,142251.2005
20,2012-05-04,2163510.89,2168090.148,-4579.257862,4579.257862
20,2012-05-11,2168097.11,2130603.267,37493.84312,37493.84312
20,2012-05-18,2039222.26,2086889.61,-47667.34959,47667.34959
20,2012-05-25,2114989,2067543.065,47445.93546,47445.93546
20,2012-06-01,2143126.59,2202333.925,-59207.33541,59207.33541
20,2012-06-08,2231962.13,2140296.651,91665.47898,91665.47898
20,2012-06-15,2165160.29,2125546.668,39613.62159,39613.62159
20,2012-06-22,2060588.69,2103349.098,-42760.40801,42760.40801
20,2012-06-29,2055952.61,2067757.499,-11804.88851,11804.88851
20,2012-07-06,2358055.3,2127413.756,230641.5436,230641.5436
20,2012-07-13,2134680.12,2100758.808,33921.31221,33921.31221
20,2012-07-20,1970170.29,2074463.363,-104293.0735,104293.0735
20,2012-07-27,1911559.1,2053465.933,-141906.8328,141906.8328
20,2012-08-03,2094515.71,2123910.086,-29394.3762,29394.3762
20,2012-08-10,2144245.39,2115171.838,29073.5524,29073.5524
20,2012-08-17,2045061.22,2096891.935,-51830.71469,51830.71469
20,2012-08-24,2005341.43,2092755.909,-87414.47918,87414.47918
20,2012-08-31,2062481.56,2104777.354,-42295.79378,42295.79378
20,2012-09-07,2080529.06,2066452.542,14076.51815,14076.51815
20,2012-09-14,2047949.98,2044217.071,3732.909329,3732.909329
20,2012-09-21,2028587.24,2049566.22,-20978.97964,20978.97964
20,2012-09-28,2008350.58,2061615.2,-53264.62018,53264.62018
20,2012-10-05,2246411.89,2034695.882,211716.0082,211716.0082
20,2012-10-12,2162951.36,2027671.658,135279.7016,135279.7016
20,2012-10-19,1999363.49,2070372.96,-71009.47003,71009.47003
20,2012-10-26,2031650.55,2103197.211,-71546.66052,71546.66052
21,2012-04-13,769319.04,812233.9423,-42914.90227,42914.90227
21,2012-04-20,734858.91,772823.4512,-37964.54123,37964.54123
21,2012-04-27,674829.58,741080.8973,-66251.31727,66251.31727
21,2012-05-04,697645.32,865818.4848,-168173.1648,168173.1648
21,2012-05-11,649945.54,820054.5084,-170108.9684,170108.9684
21,2012-05-18,700554.16,777391.2106,-76837.05064,76837.05064
21,2012-05-25,722891.24,753803.834,-30912.59395,30912.59395
21,2012-06-01,695439.83,880250.6258,-184810.7958,184810.7958
21,2012-06-08,707895.72,843820.4571,-135924.7371,135924.7371
21,2012-06-15,727049.04,813003.2636,-85954.22358,85954.22358
21,2012-06-22,735870,780609.9013,-44739.90133,44739.90133
21,2012-06-29,716341.39,763599.3871,-47257.99708,47257.99708
21,2012-07-06,693013.59,830681.1919,-137667.6019,137667.6019
21,2012-07-13,668132.36,800118.8942,-131986.5342,131986.5342
21,2012-07-20,691200.33,782386.3824,-91186.05241,91186.05241
21,2012-07-27,677789.14,772768.7191,-94979.57915,94979.57915
21,2012-08-03,693785.85,850447.139,-156661.289,156661.289
21,2012-08-10,700272.01,835975.4995,-135703.4895,135703.4895
21,2012-08-17,751963.81,821617.6087,-69653.79866,69653.79866
21,2012-08-24,802003.61,803417.4222,-1413.812198,1413.812198
21,2012-08-31,763867.59,818630.6292,-54763.03922,54763.03922
21,2012-09-07,642827.29,782693.668,-139866.378,139866.378
21,2012-09-14,628494.63,758841.1379,-130346.5079,130346.5079
21,2012-09-21,667151.46,762909.4466,-95757.9866,95757.9866
21,2012-09-28,647097.65,799007.568,-151909.918,151909.918
21,2012-10-05,651768.91,767096.1681,-115327.2581,115327.2581
21,2012-10-12,653043.44,770547.3177,-117503.8777,117503.8777
21,2012-10-19,641368.14,808862.2241,-167494.0841,167494.0841
21,2012-10-26,675202.87,837904.4728,-162701.6028,162701.6028
22,2012-04-13,939118.24,1015130.715,-76012.47506,76012.47506
22,2012-04-20,1000342.87,999366.3123,976.5577026,976.5577026
22,2012-04-27,922539.94,946886.3234,-24346.38343,24346.38343
22,2012-05-04,1005083.31,1052270.174,-47186.86357,47186.86357
22,2012-05-11,997868.63,1026678.297,-28809.66712,28809.66712
22,2012-05-18,986612.02,998892.4148,-12280.3948,12280.3948
22,2012-05-25,1047297.38,961146.7187,86150.66132,86150.66132
22,2012-06-01,1102857.37,1104559.965,-1702.594721,1702.594721
22,2012-06-08,1061134.37,1049790.888,11343.48232,11343.48232
22,2012-06-15,1061219.19,1025029.061,36190.12927,36190.12927
22,2012-06-22,1112449.3,1000719.767,111729.5328,111729.5328
22,2012-06-29,1053881.78,970958.9352,82922.84481,82922.84481
22,2012-07-06,1097786.14,1036575.686,61210.45377,61210.45377
22,2012-07-13,971361.38,1008433.478,-37072.09849,37072.09849
22,2012-07-20,991969.37,988390.6087,3578.761324,3578.761324
22,2012-07-27,925731.21,963735.7812,-38004.57118,38004.57118
22,2012-08-03,1007257.83,1032584.926,-25327.09571,25327.09571
22,2012-08-10,973812.79,1030292.251,-56479.46094,56479.46094
22,2012-08-17,981273.26,1020438.753,-39165.49325,39165.49325
22,2012-08-24,1060906.75,1009154.621,51752.12902,51752.12902
22,2012-08-31,1022270.86,1014740.947,7529.912609,7529.912609
22,2012-09-07,996628.8,971152.569,25476.23101,25476.23101
22,2012-09-14,918049.28,958566.0698,-40516.78984,40516.78984
22,2012-09-21,921612.53,965067.4777,-43454.94767,43454.94767
22,2012-09-28,976479.51,978722.4984,-2242.988362,2242.988362
22,2012-10-05,1009887.36,957930.2244,51957.13556,51957.13556
22,2012-10-12,1004039.84,962386.9246,41652.91542,41652.91542
22,2012-10-19,978027.95,987212.3435,-9184.393452,9184.393452
22,2012-10-26,1094422.69,1016109.693,78312.99683,78312.99683
23,2012-04-13,1231752.54,1377818.959,-146066.419,146066.419
23,2012-04-20,1287899.41,1374565.466,-86666.0563,86666.0563
23,2012-04-27,1277758.76,1312288.188,-34529.42799,34529.42799
23,2012-05-04,1317379.68,1421806.606,-104426.9264,104426.9264
23,2012-05-11,1321914.34,1398454.394,-76540.05406,76540.05406
23,2012-05-18,1332952.47,1371381.383,-38428.91267,38428.91267
23,2012-05-25,1552934.64,1349810.08,203124.56,203124.56
23,2012-06-01,1476144.34,1476344.549,-200.2085722,200.2085722
23,2012-06-08,1568048.54,1419188.41,148860.13,148860.13
23,2012-06-15,1543667.68,1401006.439,142661.2415,142661.2415
23,2012-06-22,1522042.57,1383256.9,138785.6699,138785.6699
23,2012-06-29,1451782.16,1336347.978,115434.1819,115434.1819
23,2012-07-06,1545370.16,1405083.142,140287.018,140287.018
23,2012-07-13,1384921.63,1376803.923,8117.706856,8117.706856
23,2012-07-20,1381339.23,1359241.223,22098.0074,22098.0074
23,2012-07-27,1322932.36,1337174.23,-14241.87011,14241.87011
23,2012-08-03,1416926.31,1411841.161,5085.149462,5085.149462
23,2012-08-10,1436311.76,1400573.094,35738.66581,35738.66581
23,2012-08-17,1510131.45,1392139.804,117991.6456,117991.6456
23,2012-08-24,1702220.96,1379053.062,323167.8985,323167.8985
23,2012-08-31,1577468.78,1389382.812,188085.9683,188085.9683
23,2012-09-07,1427162.26,1339405.292,87756.96788,87756.96788
23,2012-09-14,1279041.64,1330075.725,-51034.08496,51034.08496
23,2012-09-21,1338627.55,1333283.739,5343.810529,5343.810529
23,2012-09-28,1319035.06,1342891.712,-23856.65218,23856.65218
23,2012-10-05,1464616.59,1318253.61,146362.9799,146362.9799
23,2012-10-12,1412925.25,1321333.355,91591.89514,91591.89514
23,2012-10-19,1363155.77,1343311.322,19844.4485,19844.4485
23,2012-10-26,1347454.59,1372974.134,-25519.54353,25519.54353
24,2012-04-13,1285783.87,1275282.23,10501.64004,10501.64004
24,2012-04-20,1208654.4,1267020.327,-58365.92698,58365.92698
24,2012-04-27,1194334.65,1205031.747,-10697.09695,10697.09695
24,2012-05-04,1306551.71,1318044.097,-11492.38728,11492.38728
24,2012-05-11,1355391.79,1293721.31,61670.48003,61670.48003
24,2012-05-18,1298809.8,1264219.051,34590.74891,34590.74891
24,2012-05-25,1407897.57,1231192.985,176704.5853,176704.5853
24,2012-06-01,1467722.19,1371109.026,96613.16444,96613.16444
24,2012-06-08,1406313.13,1308649.385,97663.74547,97663.74547
24,2012-06-15,1364445.98,1291432.416,73013.56419,73013.56419
24,2012-06-22,1434709.63,1267058.688,167650.9424,167650.9424
24,2012-06-29,1428869.9,1232425.975,196443.9253,196443.9253
24,2012-07-06,1645097.75,1304642.374,340455.3762,340455.3762
24,2012-07-13,1405475.78,1276024.205,129451.575,129451.575
24,2012-07-20,1394299,1256571.386,137727.6141,137727.6141
24,2012-07-27,1307339.14,1232396.552,74942.58833,74942.58833
24,2012-08-03,1440374.13,1301549.436,138824.6941,138824.6941
24,2012-08-10,1497054.81,1296033.083,201021.7274,201021.7274
24,2012-08-17,1397970.54,1284322.781,113647.7594,113647.7594
24,2012-08-24,1303726.54,1272528.018,31198.52176,31198.52176
24,2012-08-31,1344558.92,1281421.433,63137.48732,63137.48732
24,2012-09-07,1477134.75,1238388.705,238746.0452,238746.0452
24,2012-09-14,1242909.53,1222298.582,20610.94785,20610.94785
24,2012-09-21,1261158.47,1228785.186,32373.2836,32373.2836
24,2012-09-28,1259278.36,1239906.054,19372.30596,19372.30596
24,2012-10-05,1416720.54,1225108.876,191611.6641,191611.6641
24,2012-10-12,1416301.17,1227817.767,188483.403,188483.403
24,2012-10-19,1255414.84,1252296.754,3118.086208,3118.086208
24,2012-10-26,1307182.29,1281743.438,25438.85203,25438.85203
25,2012-04-13,658691.56,688725.4487,-30033.88869,30033.88869
25,2012-04-20,661566.48,685285.0999,-23718.61994,23718.61994
25,2012-04-27,655157.32,620917.2802,34240.03981,34240.03981
25,2012-05-04,696421.72,759089.5149,-62667.79495,62667.79495
25,2012-05-11,739866.16,721602.634,18263.52603,18263.52603
25,2012-05-18,717207.19,680472.9379,36734.25207,36734.25207
25,2012-05-25,783371.02,662052.3123,121318.7077,121318.7077
25,2012-06-01,694765.95,793010.2973,-98244.34734,98244.34734
25,2012-06-08,730254.19,732265.0036,-2010.813576,2010.813576
25,2012-06-15,753860.89,718290.2093,35570.68066,35570.68066
25,2012-06-22,721601.9,696480.2331,25121.66688,25121.66688
25,2012-06-29,718890.81,658046.2763,60844.53375,60844.53375
25,2012-07-06,753385.55,719059.1138,34326.43618,34326.43618
25,2012-07-13,714093.95,690853.7884,23240.16157,23240.16157
25,2012-07-20,685676.58,670329.1909,15347.38907,15347.38907
25,2012-07-27,659109.53,649547.0903,9562.439693,9562.439693
25,2012-08-03,709724.6,717773.3437,-8048.743671,8048.743671
25,2012-08-10,710496.97,707269.3882,3227.581781,3227.581781
25,2012-08-17,728467.72,690905.9232,37561.79676,37561.79676
25,2012-08-24,756527.64,684272.0685,72255.57148,72255.57148
25,2012-08-31,714828.73,695496.7917,19331.93828,19331.93828
25,2012-09-07,671482.9,658334.7624,13148.13764,13148.13764
25,2012-09-14,657241.63,635302.5698,21939.0602,21939.0602
25,2012-09-21,664745.2,641943.6994,22801.50061,22801.50061
25,2012-09-28,683300.84,652291.5721,31009.26789,31009.26789
25,2012-10-05,699536.73,627396.3567,72140.37332,72140.37332
25,2012-10-12,697317.41,619790.7421,77526.66794,77526.66794
25,2012-10-19,685531.85,660618.6718,24913.17825,24913.17825
25,2012-10-26,688940.94,695553.1573,-6612.217261,6612.217261
26,2012-04-13,889670.29,974982.1905,-85311.90045,85311.90045
26,2012-04-20,923600.02,969941.4579,-46341.43787,46341.43787
26,2012-04-27,911969,917827.7605,-5858.760472,5858.760472
26,2012-05-04,946573.29,1017505.593,-70932.30315,70932.30315
26,2012-05-11,1062548.73,993722.7206,68826.00942,68826.00942
26,2012-05-18,978082.84,966477.4451,11605.3949,11605.3949
26,2012-05-25,1067310.74,939824.352,127486.388,127486.388
26,2012-06-01,1015853.03,1067478.537,-51625.50709,51625.50709
26,2012-06-08,1106176.83,1011011.455,95165.37512,95165.37512
26,2012-06-15,1029248.22,993906.1339,35342.0861,35342.0861
26,2012-06-22,1056282.91,972086.8565,84196.05345,84196.05345
26,2012-06-29,1051190.44,936504.298,114686.142,114686.142
26,2012-07-06,1180470.8,1006052.669,174418.1307,174418.1307
26,2012-07-13,1063149.78,980357.4117,82792.36829,82792.36829
26,2012-07-20,1049625.9,963526.8335,86099.06649,86099.06649
26,2012-07-27,1031745.14,939715.6672,92029.47281,92029.47281
26,2012-08-03,1090915.09,1012832.221,78082.86914,78082.86914
26,2012-08-10,1121476.51,1005440.096,116036.4136,116036.4136
26,2012-08-17,1068292.56,996317.7503,71974.80969,71974.80969
26,2012-08-24,1022704.2,987279.2133,35424.98668,35424.98668
26,2012-08-31,1053495.51,993087.0314,60408.47865,60408.47865
26,2012-09-07,1081874.03,942011.3282,139862.7018,139862.7018
26,2012-09-14,986131.94,935868.6466,50263.29339,50263.29339
26,2012-09-21,961084.08,938129.2087,22954.87134,22954.87134
26,2012-09-28,964726.37,950041.2135,14685.15651,14685.15651
26,2012-10-05,1095504.26,939729.6782,155774.5818,155774.5818
26,2012-10-12,1044639.69,942098.8336,102540.8564,102540.8564
26,2012-10-19,975578.02,960911.4477,14666.57225,14666.57225
26,2012-10-26,958619.8,992232.3016,-33612.50158,33612.50158
27,2012-04-13,1650405.21,1730182.676,-79777.4659,79777.4659
27,2012-04-20,1639999.47,1717635.473,-77636.00286,77636.00286
27,2012-04-27,1565498.84,1658898.147,-93399.3071,93399.3071
27,2012-05-04,1669388.45,1768637.25,-99248.79954,99248.79954
27,2012-05-11,1674306.31,1741601.072,-67294.76193,67294.76193
27,2012-05-18,1707158.82,1715950.94,-8792.120326,8792.120326
27,2012-05-25,1818906.73,1676332.67,142574.06,142574.06
27,2012-06-01,1900638.6,1821930.323,78708.27696,78708.27696
27,2012-06-08,1764756.31,1764893.898,-137.5879665,137.5879665
27,2012-06-15,1773500.56,1741484.668,32015.89202,32015.89202
27,2012-06-22,1837884.79,1716451.23,121433.5605,121433.5605
27,2012-06-29,1842555.32,1687403.38,155151.9399,155151.9399
27,2012-07-06,2062224.92,1761702.393,300522.5272,300522.5272
27,2012-07-13,1755889.53,1730249.68,25639.85036,25639.85036
27,2012-07-20,1730913.66,1707907.564,23006.09584,23006.09584
27,2012-07-27,1625883.71,1684159.516,-58275.80632,58275.80632
27,2012-08-03,1705810.84,1752447.207,-46636.3671,46636.3671
27,2012-08-10,1720537.26,1749037.215,-28499.95503,28499.95503
27,2012-08-17,1735339.59,1738921.326,-3581.736489,3581.736489
27,2012-08-24,1780443.36,1729618.231,50825.12882,50825.12882
27,2012-08-31,1731935.43,1736395.249,-4459.81908,4459.81908
27,2012-09-07,1840955.23,1691999.779,148955.4513,148955.4513
27,2012-09-14,1519604.5,1678595.835,-158991.3349,158991.3349
27,2012-09-21,1557485.75,1685964.135,-128478.3853,128478.3853
27,2012-09-28,1540687.63,1699689.339,-159001.7092,159001.7092
27,2012-10-05,1591816.88,1679685.992,-87869.11173,87869.11173
27,2012-10-12,1660081.29,1681553.938,-21472.64815,21472.64815
27,2012-10-19,1620374.24,1706447.147,-86072.90703,86072.90703
27,2012-10-26,1703047.74,1735688.227,-32640.48716,32640.48716
28,2012-04-13,1290684.95,1397841.245,-107156.2953,107156.2953
28,2012-04-20,1180797.2,1367848.278,-187051.0778,187051.0778
28,2012-04-27,1170456.16,1355193.153,-184736.9932,184736.9932
28,2012-05-04,1450628.85,1457452.28,-6823.429623,6823.429623
28,2012-05-11,1264575.18,1421289.235,-156714.0552,156714.0552
28,2012-05-18,1213310.45,1397488.464,-184178.0136,184178.0136
28,2012-05-25,1151214.41,1356533.22,-205318.8098,205318.8098
28,2012-06-01,1245480.95,1470644.535,-225163.5851,225163.5851
28,2012-06-08,1440687.69,1447788.722,-7101.03176,7101.03176
28,2012-06-15,1229760.97,1414379.401,-184618.4307,184618.4307
28,2012-06-22,1180671.55,1393146.551,-212475.001,212475.001
28,2012-06-29,1129031.98,1359709.572,-230677.5919,230677.5919
28,2012-07-06,1500863.54,1448924.506,51939.03379,51939.03379
28,2012-07-13,1179915.04,1437760.292,-257845.2518,257845.2518
28,2012-07-20,1149427.48,1394685.711,-245258.2314,245258.2314
28,2012-07-27,1135035.09,1394007.331,-258972.2405,258972.2405
28,2012-08-03,1376520.1,1452841.86,-76321.75978,76321.75978
28,2012-08-10,1269113.41,1459454.114,-190340.7038,190340.7038
28,2012-08-17,1184198.41,1451110.043,-266911.6329,266911.6329
28,2012-08-24,1199309.59,1428605.507,-229295.9166,229295.9166
28,2012-08-31,1227118.75,1440190.656,-213071.9063,213071.9063
28,2012-09-07,1469693.99,1390612.806,79081.184,79081.184
28,2012-09-14,1124660.77,1382042.539,-257381.7686,257381.7686
28,2012-09-21,1135340.19,1393337.883,-257997.6925,257997.6925
28,2012-09-28,1129508.61,1405556.633,-276048.0231,276048.0231
28,2012-10-05,1462941.03,1412302.656,50638.37425,50638.37425
28,2012-10-12,1205536.71,1411769.999,-206233.2893,206233.2893
28,2012-10-19,1143724.48,1428391.655,-284667.1752,284667.1752
28,2012-10-26,1213860.61,1447553.671,-233693.0608,233693.0608
29,2012-04-13,520493.83,539755.1985,-19261.36854,19261.36854
29,2012-04-20,525200.59,523969.4938,1231.096244,1231.096244
29,2012-04-27,497250.22,471468.2022,25782.01782,25782.01782
29,2012-05-04,504963.84,576830.7496,-71866.90961,71866.90961
29,2012-05-11,529707.87,551217.5711,-21509.70114,21509.70114
29,2012-05-18,543706.04,523412.4374,20293.6026,20293.6026
29,2012-05-25,549665.67,485648.3109,64017.35907,64017.35907
29,2012-06-01,576252.35,629043.1266,-52790.77662,52790.77662
29,2012-06-08,554093.15,574255.6192,-20162.46923,20162.46923
29,2012-06-15,552338.76,549484.5465,2854.213456,2854.213456
29,2012-06-22,581854.5,525188.973,56665.52701,56665.52701
29,2012-06-29,555954.13,495441.8602,60512.26978,60512.26978
29,2012-07-06,578832.41,550826.3942,28006.0158,28006.0158
29,2012-07-13,514709.76,522697.9064,-7988.146419,7988.146419
29,2012-07-20,506705.36,502594.3106,4111.049358,4111.049358
29,2012-07-27,475158.24,477878.7579,-2720.517879,2720.517879
29,2012-08-03,504754.74,546667.1765,-41912.43646,41912.43646
29,2012-08-10,518628.42,544313.7764,-25685.35642,25685.35642
29,2012-08-17,416881.66,534437.775,-117556.115,117556.115
29,2012-08-24,615026.15,523159.8049,91866.34509,91866.34509
29,2012-08-31,545844.91,528752.2928,17092.61717,17092.61717
29,2012-09-07,540811.85,485170.0773,55641.77267,55641.77267
29,2012-09-14,475127.18,472589.0256,2538.154398,2538.154398
29,2012-09-21,489079.23,479091.5907,9987.639296,9987.639296
29,2012-09-28,489674.23,492747.7694,-3073.539375,3073.539375
29,2012-10-05,520632.8,474973.2233,45659.5767,45659.5767
29,2012-10-12,513737,479431.0807,34305.91928,34305.91928
29,2012-10-19,516909.24,504229.8717,12679.36827,12679.36827
29,2012-10-26,534970.68,533095.9624,1874.717626,1874.717626
30,2012-04-13,428784.7,480188.4854,-51403.78544,51403.78544
30,2012-04-20,462909.41,440777.9944,22131.41559,22131.41559
30,2012-04-27,433744.83,409035.4404,24709.38955,24709.38955
30,2012-05-04,454477.54,533773.0279,-79295.48794,79295.48794
